"V.M., Mostofi, Vahid Mirzaebrahim; E., Krul, Evan; D., Krishnamurthy, Diwakar; M.F., Arlitt, Martin F.","Trace-Driven Scaling of Microservice Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151504621&partnerID=40&md5=e295a30d5c7dd3460a549591e0a77bc1","The containerized microservices architecture is being increasingly used to build complex applications. To minimize operating costs, service providers typically rely on an auto-scaler to 'right size' their infrastructure amid fluctuating workloads. The agile nature of microservice development and deployment requires an auto-scaler that does not require significant effort to derive resource allocation decisions. In this paper, we investigate reducing auto-scaler development effort along a number of dimensions. First, we focus on a technique that does not require an expert to develop a model, e.g., a queuing model or machine learning model, of the system and tweak the model as the underlying microservice application changes. Second, we explore ways to limit the number of workload patterns that need to be considered. Third, we study techniques to reduce the number of resource allocation scenarios that one has to explore before deploying the auto-scaler. To address these goals, we first analyze the workload of 24,000 real microservice applications and find that a small number of workload patterns dominate for any given application. These results suggest that auto-scaler design can be driven by this small subset of popular workload patterns thereby limiting effort. To limit the number of resource allocation scenarios explored, we develop a novel heuristic optimization technique called MOAT, which outperforms Bayesian Optimization often used for such exercises. We combine insights obtained from real microservice workloads and MOAT to realize an auto-scaler called TRIM that requires no system modeling. For each popular workload pattern identified for an application, TRIM uses MOAT to pre-compute a near minimal resource allocation that satisfies end user response time targets. These resource allocations are then used at runtime when appropriate. We validate our approach using a variety of analytical, on-premise, and public cloud systems. From our results, TRIM in consort with MOAT significantly improves the performance of the industry-standard HPA auto-scaler by achieving up to 92% fewer response time violations and up to 34% lower costs compared to using HPA in isolation. © 2023 Elsevier B.V., All rights reserved.",Autoscaling approach application. Conducts a study on performance models and recurring load shapes but does not consider automatic load test generation.
"D., Faustino, Diogo; N., Gonçalves, Nuno; M., Portela, Manuel; A., Rito Silva, António","Stepwise migration of a monolith to a microservice architecture: Performance and migration effort evaluation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187961660&partnerID=40&md5=21af871a50b57152f3d5ddc1a5160789","Due to scalability requirements and the split of large software development projects into small agile teams, there is a current trend toward the migration of monolith systems to the microservice architecture. However, the split of the monolith into microservices, its encapsulation through well-defined interfaces, and the introduction of inter-microservice communication add a cost in terms of performance. In this paper, we describe a case study of the migration of a monolith to a microservice architecture, where a modular monolith architecture is used as an intermediate step. The impact on migration effort and performance is measured for both steps. Current state-of-the-art analyses the migration of monolith systems to a microservice architecture, but we observed that migration effort and performance issues are already significant in the migration to a modular monolith. Therefore, a clear distinction is established for each of the steps, which may inform software architects on the planning of the migration of monolith systems. In particular, we consider the trade-offs of doing all the migration process or just migrating to a modular monolith. © 2024 Elsevier B.V., All rights reserved.",No load test generation.
"Q., Cooper, Quinn; D., Krishnamurthy, Diwakar; Y., Amannejad, Yasaman","Budget Aware Performance Test Selection for Microservices","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203265386&partnerID=40&md5=c845cf4b59bab7badc8b2a4bb5e82aa8","The microservice architecture is being increasingly used to build complex applications. This software architecture offers scalability, modularity, agility to development processes. However, ensuring optimal performance prior to deployment emerges as a significant challenge, especially within the fast-paced environments of Continuous Integration/Continuous Deployment (CI/CD) pipelines. Traditional performance testing processes are often reliant on synthetic scenarios and lengthy testing processes, and can be challenging to adopt in such an environment where testing needs to be both realistic and quick. Addressing this need, our paper proposes and implements an innovative framework that leverages real-world usage traces to identify and execute a small yet essential set of performance tests. This approach aims to seamlessly integrate with CI/CD workflows, offering developers quick feedback on performance issues and scalability constraints that may arise from changes to one or more microservices. Through a series of empirical evaluations, we compare the ability of different techniques in identifying a set of performance tests that can capture historically observed system behaviour and be executed within a specified time budget. In our paper, we successfully replicated the response time distribution of a 24-hour test on our custom testbench within just a five-minute test, achieving a relative percent error of only 0.96% and 1.40% at the 95th and 99th percentile, respectively. This considerable decrease in time and resources necessary for load testing and response time modeling demonstrates the efficiency and effectiveness of our approach. © 2024 Elsevier B.V., All rights reserved.",Focus on performance test design. Given a statistically extracted load test it compacts it to achieve short tests. Does not generate load tests from scratch. Intersting as an orthogonal technique.
"K.Q., Pham, Khanh Quan; T., Kim, Taehong","Elastic Federated Learning with Kubernetes Vertical Pod Autoscaler for edge computing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192211225&partnerID=40&md5=a9258a4a1dd64b1a20cc32a3f12c4861","Federated Learning (FL) is an emerging paradigm for training machine learning models across decentralized edge devices, ensuring data privacy and reducing computational tasks on the central cloud. However, the dynamic and resource-constrained nature of edge environments raises significant challenges in deploying FL applications efficiently. This paper introduces an Elastic Federated Learning framework that leverages Kubernetes Vertical Pod Autoscaler to improve the performance of FL applications. The framework enables dynamic adjustment of computational resources, facilitating effective resource utilization for model training and allowing quicker attainment of the targeted accuracy levels for the trained models. Our experiments demonstrate that the proposed framework significantly enhances FL efficiency, maintains model training progress during resource adjustments, and effectively addresses the resource allocation challenges in edge environments. This work advances the capabilities of FL in edge computing, opening doors to more efficient and scalable AI applications while preserving data privacy. © 2024 Elsevier B.V., All rights reserved.",No load test generation.
"K., Chang, Kaidi; J., Wang, Jingjing; J., Tian, Jiayi","The design and implementation of a resource scheduling and management system for electric vehicle charging stations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014239095&partnerID=40&md5=0ab1c801e44ee38e71445a114cacf81a","The rapid development of the electric vehicle industry has raised higher demands for charging management systems. This paper designs and implements an electric vehicle fast charging management system based on a microservice architecture. The system adopts a four-layer architecture consisting of the data layer, service layer, application layer, and access layer, supporting functions such as charging reservation, real-time monitoring, and fee calculation. The system is built on the Spring Cloud framework, combined with distributed caching and asynchronous processing to enhance performance. It also optimizes operational efficiency through containerized deployment. Functional and performance testing shows that the system performs stably and reliably under high-concurrency scenarios, with significant advantages compared to similar systems on the market. It can provide efficient and convenient services for electric vehicle users. © 2025 Elsevier B.V., All rights reserved.",No load test generation.
"M., Femminella, Mauro; G., Reali, Gianluca","Comparison of Reinforcement Learning Algorithms for Edge Computing Applications Deployed by Serverless Technologies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202340690&partnerID=40&md5=916cf9c186c30d40952bf4669eac9b7d","Edge computing is one of the technological areas currently considered among the most promising for the implementation of many types of applications. In particular, IoT-type applications can benefit from reduced latency and better data protection. However, the price typically to be paid in order to benefit from the offered opportunities includes the need to use a reduced amount of resources compared to the traditional cloud environment. Indeed, it may happen that only one computing node can be used. In these situations, it is essential to introduce computing and memory resource management techniques that allow resources to be optimized while still guaranteeing acceptable performance, in terms of latency and probability of rejection. For this reason, the use of serverless technologies, managed by reinforcement learning algorithms, is an active area of research. In this paper, we explore and compare the performance of some machine learning algorithms for managing horizontal function autoscaling in a serverless edge computing system. In particular, we make use of open serverless technologies, deployed in a Kubernetes cluster, to experimentally fine-tune the performance of the algorithms. The results obtained allow both the understanding of some basic mechanisms typical of edge computing systems and related technologies that determine system performance and the guiding of configuration choices for systems in operation. © 2024 Elsevier B.V., All rights reserved.",No load test generation.
"M., Femminella, Mauro; G., Reali, Gianluca","Application of Proximal Policy Optimization for Resource Orchestration in Serverless Edge Computing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205088035&partnerID=40&md5=3b136287c7d579190a83a1a1738fbc2d","Serverless computing is a new cloud computing model suitable for providing services in both large cloud and edge clusters. In edge clusters, the autoscaling functions play a key role on serverless platforms as the dynamic scaling of function instances can lead to reduced latency and efficient resource usage, both typical requirements of edge-hosted services. However, a badly configured scaling function can introduce unexpected latency due to so-called “cold start” events or service request losses. In this work, we focus on the optimization of resource-based autoscaling on OpenFaaS, the most-adopted open-source Kubernetes-based serverless platform, leveraging real-world serverless traffic traces. We resort to the reinforcement learning algorithm named Proximal Policy Optimization to dynamically configure the value of the Kubernetes Horizontal Pod Autoscaler, trained on real traffic. This was accomplished via a state space model able to take into account resource consumption, performance values, and time of day. In addition, the reward function definition promotes Service-Level Agreement (SLA) compliance. We evaluate the proposed agent, comparing its performance in terms of average latency, CPU usage, memory usage, and loss percentage with respect to the baseline system. The experimental results show the benefits provided by the proposed agent, obtaining a service time within the SLA while limiting resource consumption and service loss. © 2024 Elsevier B.V., All rights reserved.",No load test generation.
"M., Straesser, Martin; P., Haas, Patrick; S., Frank, Sebastian; A., Hakamian, Alireza; A.V., Van Hoorn, André V.; S., Kounev, Samuel","Kubernetes-in-the-Loop: Enriching Microservice Simulation Through Authentic Container Orchestration","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181977399&partnerID=40&md5=27d0e1382e7a4c99fabc0fcfadb9054f","Microservices deployed and managed by container orchestration frameworks like Kubernetes are the bases of modern cloud applications. In microservice performance modeling and prediction, simulations provide a lightweight alternative to experimental analysis, which requires dedicated infrastructure and a laborious setup. However, existing simulators cannot run realistic scenarios, as performance-critical orchestration mechanisms (like scheduling or autoscaling) are manually modeled and can consequently not be represented in their full complexity and configuration space. This work combines a state-of-the-art simulation for microservice performance with Kubernetes container orchestration. Hereby, we include the original implementation of Kubernetes artifacts enabling realistic scenarios and testing of orchestration policies with low overhead. In two experiments with Kubernetes’ kube-scheduler and cluster-autoscaler, we demonstrate that our framework can correctly handle different configurations of these orchestration mechanisms boosting both the simulation’s use cases and authenticity. © 2024 Elsevier B.V., All rights reserved.",Focus on simulation.
"T., Vondra, T.; J., Šedivý, Jan; J.M., Castro, J. M.","Modifying CloudSim to accurately simulate interactive services for cloud autoscaling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014667279&partnerID=40&md5=f443a0cea9fd1f2ddc519d83c698b2dc","We study the problem of autoscaling in cloud deployments and issues related to autoscaling strategies and their formal evaluation. With this goal, we propose modifications of the CloudAnalyst distribution of CloudSim for improved autoscaler simulations. We extend the CloudSim platform with virtual machine addition/removal at simulation run time as well as more granular load reporting and implement a simple autoscaler simulation. We point out and fix multiple problems in CloudSim job duration computation methods and make it consistent with both theory and reality, improving the relative errors of simulation from as high as 333% to single-figure percentages. Our main contribution is a formally evaluated autoscaling strategy and improved version of CloudAnalyst capable of realistic evaluations. © 2021 Elsevier B.V., All rights reserved.",Focus on simulation.
"T., Vondra, T.; J., Šedivý, Jan","Cloud autoscaling simulation based on queueing network model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993990136&partnerID=40&md5=5909592a2cebc0f3146c7fc45af2fde1","For the development of a predictive autoscaler for private clouds, an evaluation method was needed. A survey of available tools was made, but none were found suitable. The CloudAnalyst distribution of CloudSim was examined, but it had accuracy and speed issues. Therefore, a new method of simulation of a cloud autoscaler was devised, with a queueing network model at the core. This method's outputs match those of a load test experiment. It is then evaluated with basic threshold-based algorithms on traces from e-commerce websites taken during Christmas. Algorithms based on utilization, latency, and queue length are assessed and compared, and two more algorithms combining these metrics are proposed. The combination of scaling up based on latency and down based on utilization is found to be very stable and cost-efficient. The next step will be the implementation of predictive methods into the autoscaler, which were already evaluated in the same R language environment. © 2017 Elsevier B.V., All rights reserved.",Focus on simulation.
"X., Zhang, Xuangong; M., Wang, Menglong; X., Gao, Xin; Y., Guan, Yong","Design of an Overall Software Framework for a Plan Summary Evaluation Model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216010273&partnerID=40&md5=294d9ea85303e9f7f1d04cc16a9cb3f6","An overall software framework for a plan summary evaluation model is designed in this paper. The theoretical basis of the proposed design is first illustrated, that is, the objective-capability value chain (project-system-capability-objective) as the plan performance evaluation framework. Subsequently, the functions and key techniques of the software are analyzed including intelligent generalization and extensive optimization of an indicator system dominated by strategic objectives, strategic capability evolution and situation prediction under the digital-analog hybrid drive, system construction deduction and explorative evaluation based on system dynamics, performance evaluation in the whole implementation process of a planned project based on knowledge graph, and holographic risk assessment based on autonomous and controllable supply chain. The basic architecture of the software is further presented after analyzing the characteristics of the microservices architecture. In the end, conclusions are drawn with the future focuses outlined to lay a foundation for the specific software design. © 2025 Elsevier B.V., All rights reserved.",No load test generation.
"T., Menouer, Tarek; C., Cérin, Christophe; P., Darmon, Patrice","Reactive Autoscaling of Kubernetes Nodes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201236338&partnerID=40&md5=881514a3277e6fa2fa13be2d304a273e","Kubernetes is undoubtedly the most effective container orchestration system that automates container management with high scalability. It allows running containerized applications on a Kubernetes cluster composed of a set of computing nodes. According to the native Kubernetes operating mode, all nodes in the cluster are used. This massive use of computing resources can lead to resource waste. To address this limitation, we present in this paper a new reactive Kubernetes autoscaler mechanism that allows the number of active computing nodes in a Kubernetes cluster to be controlled dynamically based on several factors. The goal is to reduce resource waste, energy consumption, and the cost of renting a Kubernetes cluster. The idea is to have a pilot that dynamically checks the state of the Kubernetes cluster and scales up or down computing nodes. To select the most pertinent node to add or remove from the Kubernetes cluster, a multi-criteria decision-making (MCDM) algorithm is used. The proposed autoscaler mechanism is offered on top of the Kubernetes framework with minimal changes to make it easy to use with future versions of Kubernetes. Experiments have demonstrated the effectiveness of our solution under different scenarios. The package we provided for the experiments is generic and ready for current Kubernetes flavors. © 2024 Elsevier B.V., All rights reserved.",No load test generation.
"C., Courageux-Sudan, Clément; A.Ć., Orgerie, Anne Ćecile; M., Quinson, Martin","Automated performance prediction of microservice applications using simulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123177041&partnerID=40&md5=25f770af19adbfcbbcd57c25e44a912a","Microservices transform monolithic applications into simple, scalable, and interacting services. It allows for faster development and fine-grained deployments. However, the cooperation of several services leads to intricate dependencies, hindering the detection of performance bottlenecks. Current microservice performance analysis methods require real deployments, a costly process both in time and resources, while performance prediction through simulation relies on models that are complex to develop and instantiate. In this paper, we propose a microservice performance analysis approach based on simulation. Our contribution first introduces a microservice performance model requiring few instantiation parameters. We then propose a methodology to automatically derive model instantiation values from a single execution trace. We evaluate this methodology on two benchmarks from the literature. Our approach accurately predicts the deployment performance of large-scale microservice applications in various configurations from a single execution trace. This provides valuable insights on the performance of an application prior to its deployment on real platform. © 2022 Elsevier B.V., All rights reserved.",Focuses on performance simulation. Does not address load test generation through the proposed model.
